EIN,name,mission
560547460,THOMPSON CHILD & FAMILY FOCUS INC,"SEE SCHEDULE OFOUNDED IN 1886, THOMPSON IS CALLED TO STRENGTHEN CHILDREN, FAMILIES, AND COMMUNITIES THROUGH HEALING, TEACHING, WORSHIP, AND PLAY. THOMPSON TRANSFORMS LIVES THROUGH EARLY CHILDHOOD, FAMILY STABILITY, MENTAL HEALTH, AND RESIDENTAL SERVICES. WE TAKE A TRAUMA-INFORMED, EVIDENCE-BASED, WHOLE-HEALTH, TWO GENERATION APPROACH TO SERVING OUR COMMUNITIES. OUR VISION IS ""ALL CHILDREN HEALTHY, ALL FAMILIES THRIVING, ALL COMMUNITIES STRONG""."
813353572,Aspen Strong,"The organization's mission is to raise awareness of and improve mental health in the Roarking Foark Valley by creating sustainable financial resources, by uniting professionals and agencies in mental health, and by supporting and implementing empirically based and results-oriented education and action."
251214595,THRESHOLD INC,"THE ORGANIZATION MAINTAINS A COMFORTABLE, HOMELIKE ATMOSPHERE FOR RECOVERING MENTAL HEALTH CLIENTS. THE CLIENTS ARE ENCOURAGED TO DEVELOP PATTERNS OF DAILY LIVING WHICH WILL ENABLE THEM TO LIVE ON THEIR OWN. THRESHOLD, INC. ALSO OPERATES A SUPPORTIVE HOUSING PROGRAM WHICH PROVIDES CASEWORK SERVICES TO APPROXIMATELY 160 MENTAL HEALTH CONSUMERS IN THEIR OWN LIVING SITUATIONS THROUGHOUT THE WESTMORELAND COUNTY COMMUNITY."
205196210,Common Threads Family Resource Center,"Our mission is to empower autistics, other neurodivergents, and anyone who experiences mental health needs and sensory differences by providing meaningful, comprehensive support. We accomplish this by offering a variety of evidence-based personalized therapeutic and educational services built on an individual's strengths, goals, and community."
520730225,FAMILY SERVICES INC,"FAMILY SERVICES, INC., A SUBSIDIARY OF SHEPPARD PRATT, A NOT-FOR-PROFIT BEHAVIORAL HEALTH SYSTEM, IS DEDICATED TO IMPROVING THE QUALITY OF LIFE OF INDIVIDUALS AND FAMILIES BY COMPASSIONATELY SERVING THEIR MENTAL HEALTH, ADDICTION, SPECIAL EDUCATION, AND COMMUNITY SUPPORT NEEDS."
270255504,NIAGARA CELTIC HERITAGE SOCIETY INC,"THE NIAGARA CELTIC HERITAGE SOCIETY, INC. IS A NOT FOR PROFIT CORPORATION FORMED TO PROMOTE THE HISTORY & CULTURE OF IMMIGRANTS TO NORTH AMERICA FROM THE SEVEN CELTIC NATIONS OF IRELAND, SCOTLAND, WALES, CORNWALL, ISLE OF MAN, THE BRITTANY REGION OF FRANCE, AND THE GALACIA REGION OF SPAIN."
830248919,Big Horn Basin Counseling Service,TO PROVIDE MENTAL HEALTH AND SUBSTANCE ABUSE SERVICES TO COUNTY RESIDENTS.
341400918,Extended Housing Inc,"EXTENDED HOUSING, INC. IS A 501(C)(3) NONPROFIT ORGANIZATION WHOSE MISSION IS TO PREVENT AND END HOMELESSNESS FOR INDIVIDUALS IN LAKE COUNTY WITH A SERIOUS MENTAL ILLNESS. GOVERNED BY A BOARD OF DIRECTORS, EXTENDED HOUSING, INC. IS CERTIFIED BY THE OHIO MENTAL HEALTH AND ADDICTION SERVICES AND RECEIVES FUNDING AND SUPPORT FROM THE LAKE COUNTY ALCOHOL, DRUG ADDICTION, AND MENTAL HEALTH SERVICES (ADAMHS) BOARD. Our vision is a world in which all individuals with serious mental illness can live as independently as possible and have access to a safe, decent, affordable, supportive place to live. We believe that all individuals - regardless of ability, income, or potential for growth - have intrinsic human dignity and are worthy of respect, compassion and full integration into their community. We recognize and support the individual's right to choose their housing. We value sincerity, integrity, diversity, and excellence in all of our endeavors."
251741274,MENTAL HEALTH ASSOCIATION OF,"TO PROVIDE A CONSUMER DRIVEN ENVIRONMENT WHICH SUPPORTS AND PROMOTES RECOVERY FOR ALL PEOPLE WITH MENTAL HEALTH NEEDS INCLUDING VETERANS, PERSONS WITH CRIMINAL JUSTICE HISTORIES AND REGIONAL STATE HOSPITAL RESIDENTS."
540988560,CROSSROADS COMMUNITY SERVICES BOARD,"TO OPERATE MENTAL HEALTH, INTELLECTUAL DISABILITY, AND SUBSTANCE ABUSE PROGRAMS."
481112363,KANZA MENTAL HEALTH FOUNDATION,"MEETING AND DEVELOPING THE CHARITABLE AND EDUCATIONAL ACTIVITIES OF THE KANZA MENTAL HEALTH AND GUIDANCE CENTER, INC."
813361336,UNIVERSITY PREPARATORY ACADEMY PALM,"THE MISSION OF UNIVERSITY PREPARATORY ACADEMY PALM BEACH INC. IS TO PROVIDE STUDENTS WITH THE ACADEMIC, LEADERSHIP AND SOCIAL SKILLS THAT WILL ENABLE THEM TO ATTEND AND GRADUATE FROM AN INSTITUTION OF HIGHER EDUCATION."
410963283,PINE HABILITATION AND SUPPORTED,"THE ORGANIZATION IS COMMITTED TO PROVIDING COMMUNITY-INTEGRATED AND INDIVIDUALIZED SERVICES TO ADULTS WITH DEVELOPMENTAL DISABILITIES, TRAUMATIC BRAIN INJURIES OR SEVERE AND PERSISTENT MENTAL ILLNESS IN ORDER TO FULLY PARTICIPATE IN THEIR COMMUNITIES, ACHIEVE OPTIMUM POTENTIAL GROWTH, ENCOURAGE INDEPENDENCE, AND ASSIST IN DEVELOPING AND FINDING EMPLOYMENT OPPORTUNITIES."
812806786,HEARTFELT TIDBITS INC,HEARTFELT TIDBITS IS A PUBLIC CHARITY THAT SERVES REFUGEES AND IMMIGRANTS.
460799429,REACHING AFRICA'S UNREACHED,"THE PRIMARY MISSION OF CONTACTING UNREACHED PEOPLE IN NORTH UGANDA, SOUTH SUDAN, AND D.R.CONGO WITH THE GOSPEL OF JESUS CHRIST. TO THAT END, RAU- AMERICA MAKES GRANTS FOR ""GOSPEL"" & ""MERCY"" MINISTRIES AND FOR ""BUILDING & IMPROVEMENTS"" NECESSARY TO ACCOMPLISH THESE MISSION GOALS. GRANTS HAVE BEEN MADE TO RAU-AFRICA TO BUY LAND AND BUILD THE HALL OF TYRANNUS. THE HALL OF TYRANNUS AND SURROUNDING STRUCTURES PROVIDES A SAFE PLACE FOR TRAINING, MEDICAL CARE, SCHOOLING, LIVING, FARMING AND AS A REFUGEE CENTER. THE HALL OF TYRANNUS ALSO SERVES AS A BASE FOR EVANGELISM AND GOSPEL OUTREACH. THE AREA SERVICED BY RAU-AFRICA IS VAST AND THE GRANTS MADE BY RAU-AMERICA HELP TO COVER THE COSTS OF LAND TRAVEL, MEDICINE, SURGERIES, BIBLES AND OTHER NEEDS OF THE LOCAL PEOPLE. GREAT EFFORT IS MADE TO STRENGTHEN LOCAL CHRISTIAN CHURCHES AND THEIR LEADERS AND IN AREAS WHERE THERE ARE NO CHRISTIAN CHURCHES, CHURCH PLANTS EXALTING CHRIST ARE ATTEMPTED."
223181028,THE TECHNICAL ASSISTANCE,"TAC IS A NATIONAL ORGANIZATION THAT WORKS TO ACHIEVE POSITIVE OUTCOMES ON BEHALF OF PEOPLE WITH DISABILITIES AND PEOPLE WHO ARE HOMELESS BY PROVIDING STATE-OF-THE ART INFORMATION, CAPACITY BUILDING, AND TECHNICAL EXPERTISE TO ORGANIZATION AND POLICYMAKERS IN THE AREAS OF MENTAL HEALTH, SUBSTANCE ABUSE, HUMAN SERVICES, AND AFFORDABLE HOUSING."
841782474,A CHANNEL OF PEACE,"Dedicated to producing and supporting films and other multmedia projects, with an education component that provides high school and college students that are aspiring filmmakers the opportunity to work on our sets to gain professional experience working on a real movie set. The Organizations activities are open to the Public"
591964034,Parent-Child Center Inc,"Parent-Child Center is a not-for-profit community mental health center partnering with communities to change the odds for our children and families facing social, emotional and financial adversity."
810629304,B&D Integrated Health Services,"B&D Integrated Health Services meets the diverse needs of its clients by using approaches that are designed to be flexible, client centered, family-focused, culturally responsive and empirically-based. We empower families and individuals by promoting collaboration between our clients, their community supports (family, friends, mates) and our behavioral associates to improve their behavioral and mental health outcomes."
382889889,CARNEGIE AFC INC,24 Hour residential care to adults with mental illness.
204986314,LAKERIDGE VILLAGE INC,"PROVIDES RECOVERY SERVICES FOR CONSUMERS REFERRED BY THE DETROIT WAYNE COMMUNITY MENTAL HEALTH AUTHORITY. LAKERIDGE VILLAG HAS A PROGRAM THAT FEEDS THE NEEDY, HUNGRY AND HOMELESS BIWIEEKLY IN PARTNERSHIP FORGOTTEN HARVEST"
222412205,UNITED HELPERS CARE INC,"PROVIDE CARE, TREATMENT, REHABILITATION, EDUCATION, AND TRAINING TO THE DEVELOPMENTALLY DISABLED AND THOSE WITH A MENTAL HEALTH DIAGNOSES"
750800630,FAMILY AND CHILD GUIDANCE CENTER,"OUR MISSION IS TO PROVIDE QUALITY MENTAL HEALTH SERVICES TO CHILDREN AND ADULTS IN LOW INCOME FAMILIES WHO ARE IMPACTED BY SEVERE AND PERSISTENT MENTAL ILLNESS, EMOTIONAL DISTURBANCES, CHILD ABUSE AND NEGLECT, HIGH-RISK BEHAVIORS AND SUBTANCE ABUSE; AND TO DO THIS REGARDLESS OF THEIR ABILITY TO PAY SO WE CAN STREGTHEN CHILDREN, FAMILIES AND COMMUNITIES."
364480419,FENWICK FOUNDATION INC,"FENWICK FOUNDATION, INC. SUPPORTS FENWICK HIGH SCHOOL AND ITS ACTIVITIES. FENWICK HIGH SCHOOL IS A COLLEGE PREPARATORY EDUCATIONAL CENTER WHERE YOUNG MEN AND WOMEN ARE CHALLENGED TO GROW TOWARD THEIR POTENTIAL THROUGH HEIGHTENED AWARENESS OF CHRISTIAN COMMUNITY AND A FUNDAMENTAL KNOWLEDGE OF ACADEMIC DISCIPLINES."
391626869,WISCONSIN FAMILY TIES INC,"WISCONSIN FAMILY TIES CHANGES LIVES BY IMPROVING CHILDREN'S MENTAL HEALTH. IT ACCOMPLISHES THIS MISSION THROUGH A SET OF INTERRELATED ACTIVITIES THAT SUPPORT AND EDUCATE PARENTS, AND INFORM PRACTITIONERS, POLICYMAKERS AND THE PUBLIC ABOUT CHILDREN WITH MENTAL HEALTH NEEDS AND THE BENEFITS OF FAMILY-DRIVEN SYSTEMS OF CARE."
611992162,WITH GRACE INC,"TO ADDRESS THE CHALLENGES THAT YOUTH IN ECONOMICALLY AND CULTURALLY DISADVANTAGED COMMUNITIES IN NEW YORK CITY FACE WHEN TRYING TO OBTAIN ADEQUATE MENTAL HEALTH SERVICES. WE BELIEVE THAT EVERY CHILD WHO IS EXPERIENCING HARDSHIP SHOULD BE ABLE TO OBTAIN PROFESSIONAL MENTAL HEALTH SERVICES, REGARDLESS OF ABILITY TO PAY OR OTHER RESOURCES NECESSARY TO ACCESS THESE VITAL SERVICES. THE CORPORATION INTENDS TO ACHIEVE THIS GOAL BY PROVIDING FINANCIAL ASSISTANCE TO FAMILIES TO ENABLE THEIR CHILDRESN TO AFFORD THERAPEUTIC SERVICES AND PROVIDING THE OTHER RESOURCES TO THOSE ORDINARILY OUTSIDE OF THE CHILD PSYCHOLOGY ECOSYSTEM WHICH ARE NECESSARY FOR THEM TO SUCCESSFULLY ACCESS THOSE SERVICES."
134112199,One to One Learning Inc,"One to One Learning, Inc. is an outreach organization founded by the Dominican Congregation of Our Lady of the Rosary, Sparkill, NY. Our mission is to provide English classes and other supportive services to immigrants to empower them to reach their full potential and to lead meaningful lives within their communities."
135647408,BLANTON-PEALE INSTITUTE,"THE INSTITUTE IS A NON-SECTARIAN EDUCATIONAL AND MENTAL HEALTH SERVICE ORGANIZATION THAT BRINGS TOGETHER THE INSIGHTS OF THE EVOLVING FIELDS OF PSYCHIATRY AND PSYCHOTHERAPY WITH THE WISDOM OF THE GREAT TRADITIONS TO HELP MODERN MEN, WOMEN, FAMILIES AND CAREGIVERS DEAL WITH THE PSYCHOLOGICAL, EMOTIONAL AND SPIRITUAL STRESSES OF CONTEMPORARY LIFE."
410693916,NEIGHBORHOOD HOUSE,"NEIGHBORHOOD HOUSE HAS WORKED TO EMPOWER AND UPLIFT UNDERSERVED COMMUNITIES IN SAINT PAUL FOR MORE THAN A CENTURY. FOUNDED BY THE MOUNT ZION TEMPLE, NEIGHBORHOOD HOUSE WAS ESTABLISHED IN 1897 TO PROVIDE A SAFE HAVEN FOR JEWISH REFUGEES FLEEING THE POGROMS IN RUSSIA. OVER THE YEARS, WE HAVE SUPPORTED FAMILIES FROM MORE THAN 50 CULTURAL AND ETHNIC POPULATIONS AND WITH EACH SUCCESSIVE WAVE OF NEWCOMERS WE MODIFY OUR SERVICES TO MEET THE CHANGING NEEDS AND DEMOGRAPHICS OF OUR PARTICIPANTS. WHAT HAS NOT CHANGED IS OUR COMMITMENT TO HELPING FAMILIES MOVE FROM ""SURVIVE"" TO ""THRIVE."" NEIGHBORHOOD HOUSE HELPS FAMILIES THROUGH ECONOMIC CRISES, SUPPORT FAMILIES AS THEY BUILD SOCIAL AND ECONOMIC WELLBEING AND PROVIDES SPACE AND OPPORTUNITY FOR PEOPLE TO GATHER IN COMMUNITY."
832487191,JAE FOUNDATION INC,"SUICIDE PREVENTION AND AWARENESS; TO PROVIDE CONNECTION, HOPE AND HEALING"
942152893,Chinese Newcomers Service Center,"The Organization provides underserved communities with social, economic workforce and business services to transform their lives. To assist non-English speaking Chinese immigrant families to adjust to a new way of life in the U.S.."
222684864,CENTER FOR NEW BEGINNINGS,"PROVIDE COUNSELING AND MENTAL HEALTH SERVICES TO FAMILIES AND INDIVIDUALS OF ALL AGES WITHIN A SAFE, WELCOMING, RESPECTFUL AND CONFIDENTAL ENVIROMENT."
202269622,BREAST CANCER FUND OF OHIO,"THE BREAST CANCER FUND OF OHIO SUPPORTS ORGANIZATIONS THROUGHOUT OHIO THAT HELP WOMEN AND MEN WHO ARE COPING WITH THE DAY-TO-DAY CHALLENGES OF LIVING WHILE BEING TREATED FOR BREAST CANCER. 100 PERCENT OF THE FUNDS RAISED STAY IN OHIO. YOUR SUPPORT OF THE BREAST CANCER FUND OF OHIO PROVIDES THESE CRITICAL SERVICES TO WOMEN AND MEN IN NEED: TRANSPORTATION TO AND FROM TREATMENTS TEMPORARY SUPPORT OF LIVING EXPENSES SUCH AS HOUSING, UTILITES, AND FOOD CHILD CARE DURING DIAGNOSTIC AND TREATMENT PROCEDURES JOB TRAINING MENTAL HEALTH SERVICES NOT COVERED BY A THIRD PARTY ASSISTANCE WITH TREATMENT COSTS, PRESCRIPTIONS, AND CO-PAYS NOT COVERED BY A THIRD PARTY COST OF PARTICIPATION IN CLINICAL TRIALS THAT ARE NOT COVERED BY A THIRD PARTY"
753262258,MARWIN COUNSELING SERVICES INC,MARWIN COUNSELING SERVICES IS A NONPROFIT DRUG REHAB CENTER THAT PARTNERS WITH AL DEPT OF MENTAL HEALTH TO HELP ASSIST FORMER AND CURRENT DRUG USERS OVERCOME THEIR ADDICTION VIA THE APPROVED
030590343,OWASSO SOCCER CLUB,WITH THE HELP OF ADULT VOLUNTEERS WE PROVIDE ORGANIZED SOCCER ACTIVITIES AND COMPETITION FOR THE DEVELOPMENT OF PHYSICAL AND MENTAL HEALTH FOR CHILDREN AND YOUTH IN THE OWASSO COMMUNITY.
823039715,Acorn Counseling,Acorn Counseling has been established to provide low-cost mental health outpatient counseling to clients and provide training to Associate Mental Health Clinicians pursuant to attaining Licensure as Mental Health Practitioners
800240094,BETHLEHEM HOLY CHILD PROGRAM,"THE HOLY CHILD PROGRAM IS A SERVICE OF THE BETHLEHEM HOLY CHILD PROGRAM CORPORATION. IT PROVIDES AN INTENSE THERAPEUTIC DAY TREATMENT PROGRAM AND ALTERNATIVE EDUCATION FOR CHILDREN IN THE BETHLEHEM REGION IN THE HOLY LAND WHO SUFFER FROM UNTREATED COMPLEX MENTAL HEALTH ISSUES AND EXPOSURE TO INTERGENERATIONAL TRAUMA.THE HOLY CHILD PROGRAM SERVES AS A SANCTUARY OF SAFETY FOR THE FAMILIES OF THE REGION. THE PROGRAM FACILITATES THE ACQUISITION AND DEVELOPMENT OF NEW SKILLS, RECOVERY AND REHABILITATION FROM TRAUMA, BUILDS RESILIENCY AND INSTILLS HOPE FOR THE FUTURE THROUGH A COMMUNITY OF CARING COMMITTED PROFESSIONALS.THE BELIEFS AND TEACHINGS OF THE ROMAN CATHOLIC CHURCH PROVIDE THE FRAMEWORK WITHIN WHICH THE SERVICES OF THE HOLY CHILD PROGRAM ARE OFFERED."
814422068,SUNSHINE ACRES CHILDRENS HOME,"MANAGE ORGANIZATION'S INVESTMENT PORTFOLIO TO PROVIDE FINANCIAL SUPPORT TO SUNSHINE ACRES CHILDREN'S HOME, INC. WHOSE PURPOSE IS TO PROMOTE THE WELFARE OF CHILDREN FACING CIRCUMSTANCES THREATENING THEIR PHYSICAL OR MENTAL HEALTH OR SAFETY."
061466812,POLISH-AMERICAN FOUNDATION,"THE POLISH-AMERICAN FOUNDATION OF CT, INC. SEEKS TO ENHANCE THE CULTURAL AND ECONOMIC DEVELOPMENT OF THE COMMUNITY BY SPONSORING CULTURAL AND EDUCATIONAL PROGRAMS, ACTIVITIES, IMPROVING ACCESS TO AND PROVIDING SOCIAL AND WORKFORCE DEVELOPMENT SERVICE, PROMOTING OPPORTUNITIES, PRESERVING AND PROMOTING CULTURAL AND IMMIGRANT HERITAGE, FOSTERING INTER-ETHNIC UNDERSTANDING AND INTERNATIONAL EXCHANGE."
221911418,PASCACK MENTAL HEALTH CENTER,OUTPATIENT MENTAL HEALTH SERVICES
231352084,The Christian Association of the University of Pennsylvania,"Ecumenical campus ministry for college students at the University of Pennsylvania - A community of hospitality, service and advocacy, and faith exploration and provides services for West Philadelphia youth."
043294365,EXPRESS YOURSELF INC,"THE CORPORATIONS ACTIVITIES HAVE MIRRORED ITS MISSION STATEMENT IN THAT IT HAS IN COOPERATION WITH VARIOUS STATE AGENCIES AND PUBLIC SUPPORTED ORGANIZATIONS PLANNED, PRODUCED AND ASSISTED IN THE PROGRAMMING AND PERFORMANCE FOR CHILDREN AND/OR INDIVIDUALS WHO ARE IDENTIFIED AS HAVING BEHAVORIAL OR MENTAL ISSUES BOTH IN RESIDENTIAL TREATMENT PROGRAMS AND IN THE COMMUNITY. FOCUS ON BUILDING SELF ESTEEM, SUPPORTING POSITIVE MENTAL HEALTH WELLNESS AND HEALING THROUGH THE ARTS THROUGH ARTS IMMERSION AND PERFORMANCE ART."
271707515,KUKULU KUMUHANA O ANAHOLA,"Providing safe places and safe spaces to deter suicide by BUILDING life skills to strengthen one's identity through Hawaiian values, EMPOWERING individuals to successfully manage their future and ESTABLISHING a healthy, sustainable & thriving Hawaiian community. Our vision is to attain a thriving Hawaiian community in Anahola that is active in its traditional and modern culture utilizing new technologies to enhance the old and establishing and managing their own food systems to provide a healthy and sustainable way of living."
680041644,NAMI Sonoma County,"NAMI Sonoma County's mission is to build better lives for individuals and families affected by mental illness throughout Sonoma County by providing education, support, and advocacy."
460251185,BEHAVIOR MANAGEMENT SYSTEMS INC,"BEHAVIOR MANAGEMENT SYSTEMS, INC. EXISTS TO PROVIDE QUALITY CONSUMER-SATISFYING SERVICES THAT HELP PEOPLE COPE WITH THE STRESSES OF LIFE TO THE FULLEST EXTENT OF OUR AVAILABLE RESOURCES. WE SHALL SEEK TO INCREASE OUR RESOURCES THROUGH SOUND BUSINESS PRACTICES AND DIVERSIFIED REVENUE SOURCES SO THAT WE MAY EXPAND OUR SOCIAL MISSION. OUR SOCIAL MISSION IS: WE WILL PROVIDE QUALITY SERVICES, REGARDLESS OF ABILITY TO PAY, TO ADULTS WITH A MAJOR MENTAL ILLNESS, CHILDREN WITH SEVERE EMOTIONAL OR BEHAVIORAL PROBLEMS, AND ANYONE THAT HAS RECENTLY EXPERIENCED A CRISIS OR IS CONTEMPLATING SUICIDE."
840962140,OREGON-CALIFORNIA TRAILS ASSOC,"TO PROTECT THE HISTORIC EMIGRANT TRAILS LEGACY OF THE 19TH CENTURY WESTWARD MIGRATION BY PROMOTION, RESEARCH, EDUCATION, PRESERVATION ACTIVITIES AND PUBLIC AWARENESS OF THE TRAILS."
391585272,COMMUNITY MENTAL HEALTH SERVICES,"TO RECEIVE AND MAINTAIN A FUND OR FUNDS OF REAL OR PERSONAL PROPERTY, OR BOTH AND, SUBJECT TO THE RESTRICTIONS AND LIMITATIONS HEREINAFTER SET FORTH, TO USE AND APPLY THE WHOLE OR PARTS OF THE INCOME THEREFROM AND THE PRINCIPAL THEREOF EXCLUSIVELY TO SUPPORT COMMUNITY BASED MENTAL HEALTH PROGRAMS FOR THE MENTALLY ILL AND THEIR FAMILIES, AND TO USE SAID ASSETS FOR CHARITABLE, SCIENTIFIC OR EDUCATATIONAL NEEDS OF THE MENTALLY ILL, AND TO USE SAID ASSETS TO PROVIDE SCHOLARSHIPS FOR THE TRAINING OF PERSONS SEEKING A DEGREE IN ONE OF A NUMBER OF MENTAL HEALTH PROFESSIONS, AND TO USE SAID ASSETS TO PROVIDE GRANTS TO ORGANIZATIONS THAT QUALIFY AS EXEMPT ORGANIZATIONS UNDER 501(C)(3) OF THE INTERNAL REVENUE CODE OR CORRESPONDING PROVISIONS OF ANY SUBSEQUENT FEDERAL TAX LAW."
060876084,St Thomas More School Inc,"A secondary college preparatory boarding school. The school offers grades 8th to 12th, as well as postgraduate studies."
342066826,Alianza Americas,"The mission of Alianza Americas is to bring about a more inclusive, equitable and sustainable way of life for Latino immigrant communities living in the United States and across the americas. By working transnationally with partners from civil society and government, organized labor and faith based communities, we hope to create a more dignified and just way of life for all people living in America. and faith based communities, we hope to create a more dignified and just way of life for all people living in America."
134101319,PENNSYLVANIA INSTITUTE FOR COMMUNITY,"TO ASSIST PEOPLE WITH CO-OCCURRING MENTAL HEALTH AND SUBSTANCE USE DIAGNOSES, WHO BENEFIT FROM A SUPPORT SYSTEM IN A COMMUNITY LIVING SETTING, WITH THE PRIMARY GOAL OF MOVING ON TO CONTINUE THEIR RECOVERY PROCESS IN A MORE INDEPENDENT LIVING SITUATION."
862115587,THE NATIVITY SCHOOL OF,"SUPPORT EDUCATION FOR MIDDLE SCHOOL, HIGH SCHOOL, AND COLLEGE STUDENTS FROM LOW INCOME FAMILIES."
362795409,TRILOGY INC,"TRILOGY'S MISSION IS TO SUPPORT PEOPLE IN THEIR RECOVERY FROM MENTAL ILLNESS BY HELPING THEM DISCOVER AND RECLAIM THEIR CAPABILITIES, LIFE DIRECTION AND WELL-BEING"
362734435,UNIVERSITY CHRISTIAN MINISTRY AT,"TO PROVIDE A HOME AWAY FROM HOME FOR THE NORTHWESTERN UNIVERSITY STUDENTS WHERE THEY CAN PARTICIPATE IN WORSHIP, DISCUSSION, STUDY, FELLOWSHIP AND SERVICES"
521372972,CASA INC,TO CREATE A MORE JUST SOCIETY BY BUILDING POWER AND IMPROVING THE QUALITY OF LIFE IN WORKING CLASS AND IMMIGRANT COMMUNITIES.
821121266,CULTIVATE CARE FARMS INC,"THE MISSION OF THE ORGANIZATION IS TO OPERATE, MAINTAIN AND EXPEND CARE FARMING FOR HUMANS AND ANIMALS TO HEAL AND GROW THERAPEUTICALLY THROUGH MENTAL HEALTH, WELLNESS AND COMMUNITY OUTREACH PROGRAMMING."
752584148,HERITAGE CHRISTIAN ACADEMY,"THE SCHOOL IS AN INDEPENDENT, MULTI-DENOMINATIONAL, BIBLICALLY BASED CHRISTIAN SCHOOL, THAT DESIRES TO WORK WITH FAMILIES ACROSS THE SPECTRUM OF THE BODY OF CHRIST TO PRODUCE A DISTINCTIVELY CHRISTIAN COLLEGE PREPARATORY ENVIRONMENT."
841915970,A BEAUTIFUL MIND,The mission is to provide mental health resources to children regardless of their ability to pay
832819006,Refugee Rising,To provide support and protection for refugee women in Uganda.
823814846,THE BORIS LAWRENCE HENSON FOUNDATION,TO ERADICATE THE STIGMA AROUND MENTAL HEALTH ISSUES IN THE AFRICAN-AMERICAN COMMUNITY.
541418100,CHESTERFIELD ALTERNATIVES INC,"CHESTERFIELD ALTERNATIVES, INC. IN COLLABORATION WITH THE CHESTERFIELD DEPARTMENT OF MENTAL HEALTH SUPPORT SERVICES PROMOTES INDEPENDENT/SUPPORTIVE LIVING FOR CHESTERFIELD COUNTY CITIZENS WITH MENTAL AND DEVELOPMENTAL IMPAIRMENTS."
132876091,CHINESE METHODIST CENTER CORPORATION,"LOCATED IN THE TWIN BRIDGES AND LOWER EAST SIDE COMMUNITIES IN NEW YORK CITY, THE CHINESE METHODIST CENTER CORPORATION SERVES IMMIGRANT AND LOW-INCOME FAMILIES BY PROVIDING AFFORDABLE QUALITY EDUCATION, CULTURAL, AND RECREATIONAL PROGRAMS FOR CHILDREN AND YOUTH, AND A SAFE AND NURTURING ENVIRONMENT FOR THE DEVELOPMENT OF CHARACTER, COMPETENCY AND CITIZENSHIP. CMCC IS COMMITTED TO THIS WORK BECAUSE NYC, WITH ITS HISTORY OF WELCOMING IMMIGRANTS, IS A PORTAL TO NEW OPPORTUNITIES, AND TOGETHER WITH OUR SUPPORT CHILDREN AND YOUTH CAN BUILD A STRONGER FOUNDATION FOR AN IMPROVED QUALITY OF LIFE."
821446994,United Mental Health & Addiction Recovery Coalitio,"UMARC was founded to improve access to behavioral healthcare, recovery and supportive services for adults with mental health concerns in Illinois."
842301234,REDF Impact Investing Fund,"RIIF's mission is to provide financing for employment-focused social enterprises and businesses that employ and support individuals who face employment barriers such as experiences of homelessness, incarceration, addiction and mental health issues, and youth disconnected from school and work."
386089061,CHRISTIAN ASSOCIATION FOR,"THE PURPOSE OF CAPS IT TO PROMOTE: (1)STUDY OF THE INTEGRATION OF CHRISTIANITY AND THE BEHAVIORAL SCIENCES AT BOTH THEORETICAL AND APPLIED LEVELS; (2)FELLOWSHIP AMONG CHRISTIANS IN PSYCHOLOGICAL AND RELATED DISCIPLINES; (3)THE SPIRITUAL, EMOTIONAL, AND PROFESSIONAL WELL-BEING OF OUR MEMBERS; (4)EDUCATIONAL AND RESEARCH OPPORTUNITIES THAT ADVANCE THE MENTAL HEALTH DISCIPLINES AS AVENUES OF MINISTRY IN, AND TO, THE WORLD."
362935678,Lithuanian Opera Co,"To Promote Lithuanian Language Culture.The Lithuanian Opera Company of Chicago was founded by Lithuanian imigrants in 1956 and presents operas in Lithuanian . It celebrated fifty years of existence in 2006 , and operates as a not-for-profit organization. The Lithuanian Opera Co is comprised of people of all ages and professions who have one common characteris"
